"line_name","specimen__id","specimen__name","specimen__hemisphere","structure__id","structure__name","structure__acronym","structure_parent__id","structure_parent__acronym","structure__layer","nr__max_euclidean_distance","nr__number_stems","nr__number_bifurcations","nr__average_contraction","nr__average_parent_daughter_ratio","nrwkf__id","erwkf__id","ef__upstroke_downstroke_ratio_long_square","ef__adaptation","ef__f_i_curve_slope","ef__threshold_i_long_square","ef__tau","ef__avg_isi","ef__avg_firing_rate","ef__ri","ef__peak_t_ramp","ef__vrest","si__height","si__width","si__path","csl__x","csl__y","csl__z","csl__normalized_depth","cell_reporter_status","m__glif","m__biophys_perisomatic","m__biophys_all_active","tag__apical","tag__dendrite_type","morph_thumb_path","ephys_thumb_path","ephys_inst_thresh_thumb_path","id"
"Scnn1a-Tg3-Cre","468120757","Scnn1a-Tg3-Cre;Ai14-177297.05.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","598.719251343103","12","39","0.875431456527696","0.729705756643486","495335460","491201181","3.13639518111169","0.199393342764563","0.130826271640367","210","16.2623908039806","151.493333333333","6.60095053687732","135.312500000001","4.44401666666667","-69.0844418755893","9462","7623","/external/mousecelltypes/prod256/specimen_468120757/min_xy_468120757.aff","7899.3","1038.67","8239.46","0.499943","cre reporter positive","5","1","1","intact","spiny","/api/v2/well_known_file_download/487659620","/api/v2/well_known_file_download/487631332","/api/v2/well_known_file_download/491380634","665"
"Htr3a-Cre_NO152","327962063","Htr3a-Cre_NO152;Ai14-175482.03.02.01","right","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","246.873343226902","3","21","0.889841939983657","0.849049234576648","491119421","491197937","3.10975916020805","0.016399262850574","0.470218505530078","50","15.7673921880277","29.4224242424243","33.9876820400848","279.062508291006","1.97923","-73.4817079242907","5745","5752","/external/mousecelltypes/prod237/specimen_327962063/min_xy_327962063.aff","8995.84","895.819","8282.11","0.211814","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487660946","/api/v2/well_known_file_download/487609177","/api/v2/well_known_file_download/491382993","78"
"Nr5a1-Cre","318808427","Nr5a1-Cre;Ai14-169250.03.02.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","313.685336291005","4","17","0.901909803035736","0.768473893665637","491119756","491199003","3.08586852379499","0.0165695667006764","0.198678421617387","130","15.8486126931484","61.6391666666667","16.2234509984182","189.062491084145","4.69872666666667","-75.5707345259817","7585","7601","/external/mousecelltypes/prod254/specimen_318808427/min_xy_318808427.aff","8716.19","1132.39","2659.8","0.282835","cre reporter positive","2","1","1","intact","spiny","/api/v2/well_known_file_download/487661116","/api/v2/well_known_file_download/487610903","/api/v2/well_known_file_download/491380717","150"
"Htr3a-Cre_NO152","475622793","Htr3a-Cre_NO152;Ai14-185553.05.01.01","left","41","posteromedial visual area, layer 2/3","VISpm2/3","533","VISpm","2/3","395.611212579688","3","17","0.860171915603493","0.83387311331839","491119940","491216216","3.0798828281126","0.10923807311559","0.193931164160115","170","9.5749196694265","152.815","6.54386022314563","162.500077942013","7.04885333333333","-68.1852863018329","3889","5739","/external/mousecelltypes/prod368/specimen_475622793/min_xy_475622793.aff","7837.33","541.056","3365.59","0.079019","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487661533","/api/v2/well_known_file_download/487615630","/api/v2/well_known_file_download/491377310","103"
"Nr5a1-Cre","321906005","Nr5a1-Cre;Ai14-172512.05.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","295.370646580648","4","21","0.923594721408755","0.80598747704928","495334978","491199157","3.05444884735442","0.0320481522715745","0.170000010158397","110","21.0339185753048","63.9953571428572","15.6261335922807","155.781248372792","4.45093833333333","-81.7540363735623","7642","5885","/external/mousecelltypes/prod176/specimen_321906005/min_xy_321906005.aff","8550.77","1196.14","2779.68","0.429865","cre reporter positive","0","1","1","intact","spiny","/api/v2/well_known_file_download/487660394","/api/v2/well_known_file_download/487613884","/api/v2/well_known_file_download/491380415","152"
"Htr3a-Cre_NO152","474267418","Htr3a-Cre_NO152;Ai14-182497.03.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","311.303506963458","2","13","0.923731133630221","0.820565040959952","491119311","491201684","3.038266076211","0.0121442130046697","0.343403163990036","30.0000019073486","13.8733515215936","20.5891666666667","48.5692313919131","287.343752819299","2.337845","-68.8792132209329","5743","5744","/external/mousecelltypes/prod354/specimen_474267418/min_xy_474267418.aff","9072.02","825.523","3133.59","0.144048","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661711","/api/v2/well_known_file_download/491384380","/api/v2/well_known_file_download/491384383","89"
"Htr3a-Cre_NO152","475744706","Htr3a-Cre_NO152;Ai14-185556.06.01.01","left","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","866.590778828333","7","14","0.900397494540313","0.678466066211775","492413501","496388699","3.02033901371467","0.0313114024926393","0.411842115836791","50","28.0516051081429","43.6734090909091","22.8972278742526","274.062617143989","0.999498333333333","-64.5875947134835","9497","5798","/external/mousecelltypes/prod371/specimen_475744706/min_xy_475744706.aff","8099.58","1105.51","3545.8","0.732362","cre reporter positive","0","1","1","intact","spiny","/api/v2/well_known_file_download/487661688","/api/v2/well_known_file_download/487614082","/api/v2/well_known_file_download/491376402","107"
"Scnn1a-Tg3-Cre","476126528","Scnn1a-Tg3-Cre;Ai14-187849.05.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","484.68089924614","8","31","0.901400843726533","0.768803542989298","491119825","491201043","2.98499770284258","0.0217096944330674","0.220601853849302","50","29.7385654427989","59.4376666666667","16.8243481967103","210.937616848945","1.77880666666667","-69.4228850470649","7590","5728","/external/mousecelltypes/prod386/specimen_476126528/min_xy_476126528.aff","8473.95","1095.57","8529.12","0.386086","cre reporter positive","0","1","1","intact","spiny","/api/v2/well_known_file_download/487661832","/api/v2/well_known_file_download/487634666","/api/v2/well_known_file_download/491376383","675"
"Rorb-IRES2-Cre","473601979","Rorb-IRES2-Cre-D;Ai14-181715.04.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","583.059692306364","8","11","0.91475674782474","0.700101157275564","491392835","496387929","2.77629954589242","0.100740400517005","0.156762296983517","70","26.9591538810387","82.6481818181818","12.0994797223719","332.812465271352","2.37968","-74.8910440717425","7609","5775","/external/mousecelltypes/prod344/specimen_473601979/min_xy_473601979.aff","8201.41","928.43","3412.37","0.480703","cre reporter positive","0","1","1","intact","spiny","/api/v2/well_known_file_download/487661944","/api/v2/well_known_file_download/487619561","/api/v2/well_known_file_download/491378467","492"
"Rorb-IRES2-Cre","486502127","Rorb-IRES2-Cre-D;Ai14-206927.04.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","578.581729220954","8","18","0.877403843757946","0.747380112335501","496253702","491316410","2.6471854083994","0.0182063105843093","0.207783515704786","50","29.6630425236917","52.8905555555556","18.9069672174196","342.343907009064","1.291065","-71.7999819587259","7577","5738","/external/mousecelltypes/prod509/specimen_486502127/min_xy_486502127.aff","8798.96","940.653","3279.45","0.360512","cre reporter positive","0","1","1","intact","spiny","/api/v2/well_known_file_download/496265501","/api/v2/well_known_file_download/486505598","/api/v2/well_known_file_download/491377440","566"
"Htr3a-Cre_NO152","478107198","Htr3a-Cre_NO152;Ai14-192819.04.02.01","right","593","Primary visual area, layer 1","VISp1","385","VISp","1","117.976148233056","7","33","0.885796063308267","0.872879690341337","491119745","491201098","2.62587241895941","-0.0206421902807908","0.194649410254883","60.0000038146973","7.10306856302328","161.302","6.19955115249656","118.906289607286","3.244535","-63.9530190177586","3896","3897","/external/mousecelltypes/prod396/specimen_478107198/min_xy_478107198.aff","8894.11","548.878","7833.52","0.0768388","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661925","/api/v2/well_known_file_download/487613275","/api/v2/well_known_file_download/491378530","110"
"Sst-IRES-Cre","464198958","Sst-IRES-Cre;Ai14-165865.03.01.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","198.31767215703","3","15","0.910148925653853","0.751841736022179","491119183","491202206","2.35001740631432","0.00800751915747272","0.33385579673378","20","23.1995641071199","42.8673913043478","23.3277549571479","358.353362768976","0.751103333333333","-66.2407235538258","5732","7579","/external/mousecelltypes/prod132/specimen_464198958/min_xy_312954820.aff","9343.07","1807.36","8841.07","0.595127","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661130","/api/v2/well_known_file_download/487631014","/api/v2/well_known_file_download/491381124","735"
"Htr3a-Cre_NO152","474626527","Htr3a-Cre_NO152;Ai14-182004.05.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","232.826317352398","4","13","0.9048873923645","0.791952164439397","491120375","491198300","2.32984108094314","0.0356742414884892","0.495058148862737","30.0000019073486","20.1879489262047","34.7965384615385","28.738490787103","344.687503895166","1.73527666666667","-62.6109969615936","7594","5758","/external/mousecelltypes/prod347/specimen_474626527/min_xy_474626527.aff","8276.37","1010.47","8495.92","0.34213","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/489405315","/api/v2/well_known_file_download/487610113","/api/v2/well_known_file_download/491380834","92"
"Sst-IRES-Cre","466664172","Sst-IRES-Cre;Ai14-179870.04.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","123.33259997935","4","13","0.88882007817093","0.8304678296979","491120346","491202409","2.14806319752947","0.0361738299881702","0.275206394218262","30.0000019073486","38.7515736861655","39.7744736842105","25.1417531741464","476.5624284029","0.669135","-66.9523895665219","7596","5770","/external/mousecelltypes/prod312/specimen_466664172/min_xy_466664172.aff","8553.77","1374.53","2807.19","0.617216","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661112","/api/v2/well_known_file_download/487634496","/api/v2/well_known_file_download/491383007","738"
"Sst-IRES-Cre","464212183","Sst-IRES-Cre;Ai14-165865.05.02.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","264.796440405227","3","18","0.878901265742507","0.973564170076721","491119539","491202881","1.91568368870623","0.0106601916957407","0.387014762165118","70","19.0359532943262","50.9122222222222","19.641649025556","223.437574040889","2.84821","-65.7716649373372","7577","7578","/external/mousecelltypes/prod132/specimen_464212183/min_xy_464212183.aff","8285.43","1236.95","3155.81","0.695336","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487659500","/api/v2/well_known_file_download/487630084","/api/v2/well_known_file_download/491377895","736"
"Sst-IRES-Cre","478396248","Sst-IRES-Cre;Ai14-192340.03.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","491.285892522073","5","11","0.908148681740041","0.66213473273119","491119723","491202645","1.80530732554054","0.0287926829891342","0.46497797563932","50","45.8324475732079","45.1392857142857","22.1536513964712","422.031298996507","1.93226833333333","-66.7581085628933","7593","5764","/external/mousecelltypes/prod405/specimen_478396248/min_xy_478396248.aff","9009.37","1361.57","8556.59","0.497606","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661721","/api/v2/well_known_file_download/487636555","/api/v2/well_known_file_download/491378761","771"
"Sst-IRES-Cre","313862306","Sst-IRES-Cre;Ai14-167636.04.01.01","left","74","Lateral visual area, layer 6a","VISl6a","409","VISl","6a","252.037938712169","6","16","0.859432096084081","0.776994458969676","491119517","491199529","1.79445181226492","0.0511459266237166","0.382183906577477","29.9999980926514","25.4037184600772","41.7639130434783","23.944116514153","367.656246304513","1.39051333333333","-72.7097338162936","5737","5732","/external/mousecelltypes/prod132/specimen_313862306/min_xy_313862306.aff","8476.6","1687.91","2410.08","0.702682","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487660664","/api/v2/well_known_file_download/487630536","/api/v2/well_known_file_download/491377010","705"
"Sst-IRES-Cre","324266189","Sst-IRES-Cre;Ai14-173191.06.02.01","right","312782616","Rostrolateral area, layer 5","VISrl5","417","VISrl","5","198.588171019714","4","12","0.884424187134217","0.79979399964776","491119814","491199857","1.76415520251633","0.00907719143355048","0.337696332729542","70","23.8054206867425","47.4734210526316","21.0644183171747","236.249997830391","2.403305","-67.1559771369485","7583","5733","/external/mousecelltypes/prod210/specimen_324266189/min_xy_324266189.aff","7623.14","1076.48","8703.36","0.296043","cre reporter positive","2","1","1","NA","sparsely spiny","/api/v2/well_known_file_download/490149876","/api/v2/well_known_file_download/487632867","/api/v2/well_known_file_download/491377987","719"
"Sst-IRES-Cre","476686112","Sst-IRES-Cre;Ai14-188740.03.02.01","right","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","304.257999946358","8","24","0.916679505275694","0.798288714553648","491119371","491216148","1.75176736697083","0.0156101257000066","0.313125","50","26.9105881442791","58.4721875","17.1021479228907","240.781290511785","1.596605","-64.7838877360026","7590","7590","/external/mousecelltypes/prod387/specimen_476686112/min_xy_476686112.aff","9098.7","1069.29","8688.63","0.163525","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487686145","/api/v2/well_known_file_download/491383476","/api/v2/well_known_file_download/491383483","764"
"Sst-IRES-Cre","485058595","Sst-IRES-Cre;Ai14-202726.05.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","212.990843998173","6","7","0.877597964388624","0.608816906485351","496123887","491316443","1.741363357866","0.0132842671833418","0.427209625173531","50","31.8776607198812","44.057380952381","22.6976724077366","353.571399031856","1.62665333333333","-67.0187597835765","9439","5764","/external/mousecelltypes/prod492/specimen_485058595/min_xy_485058595.aff","8560.66","989.313","8015.22","0.487695","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/496197436","/api/v2/well_known_file_download/485066515","/api/v2/well_known_file_download/491378773","785"
"Htr3a-Cre_NO152","481001895","Htr3a-Cre_NO152;Ai14-198254.03.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","208.559701782992","4","28","0.917111677357411","0.841699167529869","491119528","487096621","1.62986152120385","0.0942549279154255","0.424408286184512","50","27.8671261016001","59.6","16.7785234899329","238.281441306079","1.93723666666667","-71.1842076619466","9440","7602","/external/mousecelltypes/prod460/specimen_481001895/min_xy_481001895.aff","9003.67","1236.5","8255.46","0.527491","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/489405385","/api/v2/well_known_file_download/491382955","/api/v2/well_known_file_download/491382957","118"
"Nr5a1-Cre","321923685","Nr5a1-Cre;Ai14-172512.06.02.01","right","1114","Anterolateral visual area, layer 4","VISal4","402","VISal","4","193.350449560201","7","15","0.881640559377049","0.781323100261164","491120146","491199092","1.55732838004024","0.00275687376869288","1.02884606653698","249.999984741211","4.92192922761562","12.5740384615385","79.5289439473883","103.90625","10.0495533333333","-72.3733890240009","7597","7590","/external/mousecelltypes/prod185/specimen_321923685/min_xy_321923685.aff","8263.93","1449.59","9133.8","0.395941","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487660863","/api/v2/well_known_file_download/487616410","/api/v2/well_known_file_download/491377716","154"
"Sst-IRES-Cre","324493977","Sst-IRES-Cre;Ai14-173196.03.01.01","right","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","156.781378353698","6","29","0.90508576144363","0.841301021515558","491770225","491200145","1.52580107637789","0.00444071360292892","0.338718768196161","119.999992370605","19.8393262383358","44.7261904761905","22.3582645727974","185.937498220802","4.80212166666667","-71.8152077414773","5759","7604","/external/mousecelltypes/prod198/specimen_324493977/min_xy_324493977.aff","8886.22","920.181","8408.74","0.207369","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487660947","/api/v2/well_known_file_download/487635281","/api/v2/well_known_file_download/491377868","722"
"Sst-IRES-Cre","475068599","Sst-IRES-Cre;Ai14-183332.06.02.01","right","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","236.270238169998","8","27","0.8841051811653","0.7733591442081","495889921","491202659","1.5145462174293","0.00809741893711273","0.478978981963957","70","21.8247462353587","35.6355769230769","28.0618439869405","230.000044974689","2.27189333333333","-64.282006793552","3888","7580","/external/mousecelltypes/prod359/specimen_475068599/min_xy_475068599.aff","8387.88","679.248","8141.35","0.159733","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/489405335","/api/v2/well_known_file_download/491381252","/api/v2/well_known_file_download/491381258","750"
"Pvalb-IRES-Cre","318331342","Pvalb-IRES-Cre;Ai14-169125.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","157.903187346904","4","13","0.889656585702057","0.872763711761635","491119619","487096872","1.47833190929952","0.00109337586344415","0.916073347495252","210","8.58568219983187","9.34481132075472","107.011256372722","161.718859948214","","-73.8883670460094","9415","5747","/external/mousecelltypes/prod155/specimen_318331342/min_xy_318331342.aff","8506.87","1144.44","3014.25","0.499876","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487660502","/api/v2/well_known_file_download/483154471","/api/v2/well_known_file_download/491382649","264"
"Pvalb-IRES-Cre","469801569","Pvalb-IRES-Cre;Ai14-172096.04.02.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","266.888040514283","7","21","0.853436530434652","0.745602105039509","491119734","491200164","1.44997064456577","0.00276072689743088","0.865469904963041","300","12.8322298831725","14.364347826087","69.616804891337","98.4374906122693","13.0582633333333","-75.5985448736893","7617","7596","/external/mousecelltypes/prod132/specimen_469801569/min_xy_321620517.aff","8600.02","999.919","3381.58","0.494541","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487660646","/api/v2/well_known_file_download/487618584","/api/v2/well_known_file_download/491381295","302"
"Pvalb-IRES-Cre","478058328","Pvalb-IRES-Cre;Ai14-191322.04.02.01","right","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","285.762408184975","9","16","0.919002824465932","0.748217511920423","491119271","491200715","1.42733125561705","0.000193017837670898","0.743581855297629","140","6.34835670891477","21.4793333333333","46.5563797759087","126.093827581406","6.943235","-70.5698904222058","5754","5731","/external/mousecelltypes/prod396/specimen_478058328/min_xy_478058328.aff","8826.86","1377.85","8102.2","0.786939","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487661934","/api/v2/well_known_file_download/487623310","/api/v2/well_known_file_download/491378518","319"
"Sst-IRES-Cre","473540161","Sst-IRES-Cre;Ai14-182533.03.01.01","left","973","Lateral visual area, layer 2/3","VISl2/3","409","VISl","2/3","173.333582513064","4","24","0.877537068439664","0.801089659740388","491770712","496281357","1.35947406121156","0.0245779786628176","0.295065789473684","50","16.5398604930908","39.4589583333333","25.3427876010412","149.999999999999","1.99396166666667","-69.6009096418108","9434","9433","/external/mousecelltypes/prod340/specimen_473540161/min_xy_473540161.aff","8615.14","1513.72","1946.29","0.198464","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487661805","/api/v2/well_known_file_download/487633203","/api/v2/well_known_file_download/491376257","743"
"Pvalb-IRES-Cre","475888653","Pvalb-IRES-Cre;Ai14-187029.03.02.01","right","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","303.145314691111","7","16","0.906713244188095","0.698613369960137","491119918","491216139","1.35718269556363","0.000123406672533019","0.860664172886567","170","9.63540788941833","16.9751724137931","58.9095636629561","144.999851864571","6.76709","-67.8476643562317","5734","5735","/external/mousecelltypes/prod5/specimen_475888653/min_xy_475888653.aff","8793","1110.99","7644.8","0.716622","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487686002","/api/v2/well_known_file_download/491384687","/api/v2/well_known_file_download/491384689","314"
"Pvalb-IRES-Cre","396608557","Pvalb-IRES-Cre;Ai14-177452.03.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","187.399755245771","7","21","0.882376025421627","0.762107674909483","491119338","491200202","1.3361803738739","","1.09036294612549","190","7.55821513073251","10.85","92.1658986175115","130.625075128672","9.123","-69.9005087716239","7580","5738","/external/mousecelltypes/prod281/specimen_396608557/min_xy_396608557.aff","8217.33","1007.22","7928.48","0.58155","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487661141","/api/v2/well_known_file_download/487619058","/api/v2/well_known_file_download/491382768","292"
