"line_name","specimen__id","specimen__name","specimen__hemisphere","structure__id","structure__name","structure__acronym","structure_parent__id","structure_parent__acronym","structure__layer","nr__max_euclidean_distance","nr__number_stems","nr__number_bifurcations","nr__average_contraction","nr__average_parent_daughter_ratio","nrwkf__id","erwkf__id","ef__upstroke_downstroke_ratio_long_square","ef__adaptation","ef__f_i_curve_slope","ef__threshold_i_long_square","ef__tau","ef__avg_isi","ef__avg_firing_rate","ef__ri","ef__peak_t_ramp","ef__vrest","si__height","si__width","si__path","csl__x","csl__y","csl__z","csl__normalized_depth","cell_reporter_status","m__glif","m__biophys_perisomatic","m__biophys_all_active","tag__apical","tag__dendrite_type","morph_thumb_path","ephys_thumb_path","ephys_inst_thresh_thumb_path","id"
"Rorb-IRES2-Cre","480169178","Rorb-IRES2-Cre-D;Ai14-197353.06.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","538.967579710145","9","39","0.897395465784519","0.851806136365078","496079589","487096604","4.01534790923699","0.158751623492605","0.109962590853362","110","21.9788468791721","81.548","12.2627164369451","157.500039911269","2.64047","-74.5155223210653","7584","7577","/external/mousecelltypes/prod454/specimen_480169178/min_xy_480169178.aff","8187.79","1009.81","8351.05","0.413324","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496080031","/api/v2/well_known_file_download/491382453","/api/v2/well_known_file_download/491382455","534"
"Rorb-IRES2-Cre","485836906","Rorb-IRES2-Cre-D;Ai14-204764.04.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","513.794952644202","6","24","0.917868267845778","0.719332085183308","496001041","491316811","3.98359331035191","0.094250508917319","0.156433825387672","150","21.6300106027176","94.87","10.5407399599452","143.281213125588","6.232715","-78.8449682617187","5747","7575","/external/mousecelltypes/prod505/specimen_485836906/min_xy_485836906.aff","8649.57","1167.3","2661.96","0.326927","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496001238","/api/v2/well_known_file_download/485856659","/api/v2/well_known_file_download/491377705","558"
"Slc17a6-IRES-Cre","477135941","Slc17a6-IRES-Cre;Ai14-190263.06.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","397.57308146049","8","21","0.894280658008376","0.784243245754529","491771400","496605268","3.97512135478252","0.0339882253895739","0.242184875847581","50","23.0527641030919","69.7319230769231","14.3406341869688","245.552987318773","1.680345","-82.9341097379986","9436","5750","/external/mousecelltypes/prod393/specimen_477135941/min_xy_477135941.aff","8245.68","858.203","3365.16","0.3875","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487686095","/api/v2/well_known_file_download/491380190","/api/v2/well_known_file_download/491380192","701"
"Rbp4-Cre_KL100","486111903","Rbp4-Cre_KL100;Ai14-205727.03.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","669.401422321696","9","52","0.911267110230758","0.758874979446103","500961609","500919195","3.94154930536249","0.0273018032267714","0.171280190749328","209.999984741211","13.4145116572442","98.9194444444445","10.1092359102524","113.281327283384","4.12771","-69.3054995218913","9407","7619","/external/mousecelltypes/prod535/specimen_486111903/min_xy_486111903.aff","8526.54","994.683","7843.84","0.562803","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/501086517","/api/v2/well_known_file_download/486125045","/api/v2/well_known_file_download/491378057","436"
"Rbp4-Cre_KL100","485880739","Rbp4-Cre_KL100;Ai14-204745.05.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","569.903406920992","7","43","0.911068099479875","0.811162449028164","496001052","491317530","3.9332061494022","0.0543448401758024","0.178089353224131","120.000007629395","17.6938305134978","77.4791666666667","12.9066953482119","121.562539303305","4.77768666666667","-70.8586086697049","9408","7574","/external/mousecelltypes/prod506/specimen_485880739/min_xy_485880739.aff","8300.76","1101.14","3061.31","0.506149","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496001252","/api/v2/well_known_file_download/485884707","/api/v2/well_known_file_download/491376368","431"
"Rorb-IRES2-Cre","479179020","Rorb-IRES2-Cre-D;Ai14-194017.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","480.460252021842","9","27","0.919348254630946","0.770142331255794","491770947","491198563","3.89097900341016","0.0489789939637175","0.209090911310165","50","26.8596847423183","74.37875","13.4447002672134","190.937502142785","1.893845","-71.7256790161133","7596","5761","/external/mousecelltypes/prod421/specimen_479179020/min_xy_479179020.aff","8989.82","1132.97","3042.71","0.396012","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487662277","/api/v2/well_known_file_download/487630475","/api/v2/well_known_file_download/491376443","515"
"Cux2-CreERT2","487661754","Cux2-CreERT2;Ai14-211772.05.02.01","right","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","3891.51194008707","7","43","0.895424277362237","0.768372396306406","496085152","496194465","3.84261426504554","0.0828730521023132","0.140740742648837","70","24.2121034807003","113.543571428571","8.80719170110911","196.406252089145","3.53437","-80.769871711731","5764","7585","/external/mousecelltypes/prod534/specimen_487661754/min_xy_487661754.aff","8090.7","585.82","8096.19","0.101334","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496357005","/api/v2/well_known_file_download/487662523","/api/v2/well_known_file_download/491380823","44"
"Rorb-IRES2-Cre","488697163","Rorb-IRES2-Cre-D;Ai14-212873.04.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","621.490473666273","6","30","0.890723053009683","0.79025730288977","505203942","496351147","3.7699366001677","0.0358842710400684","0.162402114599271","100","15.3035398215754","52.5005555555556","19.0474174876456","159.375","3.93654833333333","-80.1461934407552","7602","7594","/external/mousecelltypes/prod554/specimen_488697163/min_xy_488697163.aff","8451.13","1220.66","8107.03","0.707211","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/505204808","/api/v2/well_known_file_download/491517355","/api/v2/well_known_file_download/491517285","588"
"Scnn1a-Tg3-Cre","395830185","Scnn1a-Tg3-Cre;Ai14-177300.01.02.01","right","573","Lateral visual area, layer 4","VISl4","409","VISl","4","712.23932760375","8","40","0.883014001765005","0.849568962276359","491771070","491201340","3.72673894514973","0.0241698568124739","0.206540082420444","70","23.9502987056049","69.2788461538462","14.4344205412908","187.656209622318","3.16498","-77.7652880350749","5754","5763","/external/mousecelltypes/prod256/specimen_395830185/min_xy_395830185.aff","9150.5","1668.88","9151.34","0.368662","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660124","/api/v2/well_known_file_download/487631301","/api/v2/well_known_file_download/491377093","658"
"Slc17a6-IRES-Cre","477127614","Slc17a6-IRES-Cre;Ai14-190263.04.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","281.96302748305","8","15","0.890237839127136","0.595385251258748","491392958","496605207","3.70159492503226","0.0311050607804699","0.282225763490493","30.0000019073486","35.1767869263764","62.4966666666667","16.0008533788469","339.620683135431","1.393435","-72.0819573653372","5753","7602","/external/mousecelltypes/prod393/specimen_477127614/min_xy_477127614.aff","8872.3","697.546","3620.71","0.228862","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487686118","/api/v2/well_known_file_download/491383661","/api/v2/well_known_file_download/491383665","699"
"Rbp4-Cre_KL100","485574721","Rbp4-Cre_KL100;Ai14-203498.04.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","595.046941540527","10","47","0.917914278197416","0.825271076809594","496085100","491316935","3.66071324297739","0.0266305931090018","0.129761910643977","110","22.4569231327812","100.808333333333","9.9198148301232","113.2812551409","5.43862","-77.2493915557861","7631","9593","/external/mousecelltypes/prod495/specimen_485574721/min_xy_485574721.aff","8538.02","1264.89","2628.86","0.417791","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496085390","/api/v2/well_known_file_download/485577548","/api/v2/well_known_file_download/491382037","420"
"Nr5a1-Cre","422738880","Nr5a1-Cre;Ai14-178521.04.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","316.804072517959","5","25","0.895902234841089","0.826135253162035","492100685","491198879","3.66027827049401","0.0846362768506093","0.193156018459881","90","17.5501395111281","81.065","12.3357799296861","163.281248262525","3.30755166666667","-78.5654873025828","5758","5746","/external/mousecelltypes/prod294/specimen_422738880/min_xy_422738880.aff","8280.4","1143.09","8716.41","0.359819","cre reporter positive","5","1","0","intact","spiny","/api/v2/well_known_file_download/487660405","/api/v2/well_known_file_download/487616080","/api/v2/well_known_file_download/491382470","173"
"Nr5a1-Cre","476451456","Nr5a1-Cre;Ai14-187777.05.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","388.328763451456","6","34","0.894738029427529","0.799408755513874","491392823","496573430","3.64279984319299","0.0275847476963719","0.215137931034483","70","30.8069910750128","77.0368181818182","12.9808061080593","362.500346898999","2.58955333333333","-74.740173763699","5745","5750","/external/mousecelltypes/prod384/specimen_476451456/min_xy_476451456.aff","8258.55","1005.47","8435.34","0.36627","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/487685997","/api/v2/well_known_file_download/491381479","/api/v2/well_known_file_download/491381486","183"
"Pvalb-IRES-Cre","479010903","Pvalb-IRES-Cre;Ai14-195278.05.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","353.950456800901","9","37","0.896281253268479","0.816789244853569","491771425","496573532","3.64082168377923","0.230104987829093","0.0711916134485738","130","23.444222232376","142.37875","7.02352001264234","115.15628926158","6.02233","-76.3925182458126","7598","5759","/external/mousecelltypes/prod416/specimen_479010903/min_xy_479010903.aff","7958.39","1025","3132.62","0.478157","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/491373495","/api/v2/well_known_file_download/487619948","/api/v2/well_known_file_download/491381498","326"
"Nr5a1-Cre","483020137","Nr5a1-Cre;Ai14-199361.04.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","395.083421965703","6","20","0.899550076070434","0.772213636938085","496001085","491317178","3.62918672827265","0.0798116600063756","0.221006197467455","110","13.0371508947711","58.8525","16.9916316214264","143.749999999999","1.90709833333333","-81.5751450278542","5748","5729","/external/mousecelltypes/prod472/specimen_483020137/min_xy_483020137.aff","8736.19","928.715","8083.69","0.371716","cre reporter negative","2","1","1","intact","spiny","/api/v2/well_known_file_download/496001234","/api/v2/well_known_file_download/485507710","/api/v2/well_known_file_download/491381343","199"
"Cux2-CreERT2","487601493","Cux2-CreERT2;Ai14-211771.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","571.361765280974","9","36","0.90411635917229","0.803841755341336","496123848","496192207","3.61041056740467","0.0287486662833654","0.18625","110","15.918907588249","80.1609090909091","12.4749084228313","129.687690734863","3.97612","-74.2785284859794","9447","7596","/external/mousecelltypes/prod534/specimen_487601493/min_xy_487601493.aff","8371.04","917.196","3293.08","0.408973","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496356989","/api/v2/well_known_file_download/487601867","/api/v2/well_known_file_download/491384708","42"
"Nr5a1-Cre","386049446","Nr5a1-Cre;Ai14-177334.05.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","332.988411158631","5","18","0.917532553219211","0.774266186886331","491459173","491198854","3.58528318650311","0.0450018072271697","0.170833341637671","110","12.6662348895602","90.26","11.0791048083315","123.281363002212","5.23703666666667","-85.1568856672807","7609","7610","/external/mousecelltypes/prod256/specimen_386049446/min_xy_386049446.aff","8038.02","740.787","3503.1","0.32433","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660477","/api/v2/well_known_file_download/487614229","/api/v2/well_known_file_download/491383263","165"
"Rorb-IRES2-Cre","314642645","Rorb-IRES2-Cre-D;Ai14-168052.03.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","522.263527021568","8","20","0.878822476800987","0.748587432246792","491770142","491201805","3.57332217163998","0.0361167845635076","0.25924401129197","50","20.3603648975479","59.8553125","16.7069547920245","230.468709319828","1.755625","-75.8969449495014","5728","5737","/external/mousecelltypes/prod149/specimen_314642645/min_xy_314642645.aff","8954.08","1138.65","8561.34","0.315353","cre reporter positive","5","1","0","intact","spiny","/api/v2/well_known_file_download/487660102","/api/v2/well_known_file_download/487623471","/api/v2/well_known_file_download/491377345","465"
"Rbp4-Cre_KL100","471129934","Rbp4-Cre_KL100;Ai14-180747.06.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","461.577336637426","9","50","0.894981974584788","0.801025901155892","495335493","491202815","3.5442468637454","","0.0745487304946213","290","15.8925882494601","64.9850000000001","15.3881664999615","94.3750770658286","5.37692166666667","-68.6219090053013","11298","11282","/external/mousecelltypes/prod324/specimen_471129934/min_xy_471129934.aff","7829.89","1068.32","2993.19","0.45516","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660964","/api/v2/well_known_file_download/487621398","/api/v2/well_known_file_download/491377475","402"
"Rorb-IRES2-Cre","480351780","Rorb-IRES2-Cre-D;Ai14-197851.04.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","776.281487653317","6","45","0.883695276492197","0.829867301867925","491770987","491199148","3.5390984522913","0.0233020464716072","0.192688510546638","70","15.9513401571578","56.7364705882353","17.6253473230208","136.71878927648","2.601965","-61.4903325532612","9461","7591","/external/mousecelltypes/prod446/specimen_480351780/min_xy_480351780.aff","8727.95","1453.32","2584.78","0.528066","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/489405394","/api/v2/well_known_file_download/491377620","/api/v2/well_known_file_download/491377622","541"
"Htr3a-Cre_NO152","473943881","Htr3a-Cre_NO152;Ai14-182494.05.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","136.231989074564","7","34","0.877768966457597","0.849911425515803","492100795","496390196","3.41061798353949","0.000456017813240277","0.199273645103848","209.999984741211","6.05441923380289","74.6216666666667","13.400933598374","96.8749247580763","8.00449","-69.5426680466224","9453","5783","/external/mousecelltypes/prod344/specimen_473943881/min_xy_473943881.aff","8029.63","791.066","3307.68","0.307966","cre reporter positive","5","1","0","NA","aspiny","/api/v2/well_known_file_download/487661521","/api/v2/well_known_file_download/487612483","/api/v2/well_known_file_download/491380918","86"
"Rbp4-Cre_KL100","486052980","Rbp4-Cre_KL100;Ai14-205726.03.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","617.124125845188","7","44","0.908133187230823","0.762456968090553","496001096","496461086","3.40601000832175","0.00837115840464048","0.173458404585414","130","10.8676735280695","138.005","7.24611427122206","85.9374750937689","3.3745425","-70.4225512913295","9417","5765","/external/mousecelltypes/prod514/specimen_486052980/min_xy_486052980.aff","8569.65","1136.22","8095.15","0.602867","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/501079804","/api/v2/well_known_file_download/486075842","/api/v2/well_known_file_download/491383080","433"
"Rorb-IRES2-Cre","480087928","Rorb-IRES2-Cre-D;Ai14-197330.06.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","532.006038929503","4","20","0.886330771328691","0.80115071786054","491770972","491198830","3.39083859269763","0.0183919874829413","0.201975541860521","50","36.2699868866234","58.0516666666667","17.2260342798082","230.044677880708","2.149955","-73.2081517306241","9426","9426","/external/mousecelltypes/prod439/specimen_480087928/min_xy_480087928.aff","8527","899.047","3272.03","0.364008","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487685988","/api/v2/well_known_file_download/491382097","/api/v2/well_known_file_download/491382099","527"
"Htr3a-Cre_NO152","475622680","Htr3a-Cre_NO152;Ai14-185555.03.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","262.033433395653","4","22","0.905833283622324","0.868989868030659","491119962","491216225","3.32330317088438","0.0132166141318491","0.4970946579194","50","10.5854825277623","30.818064516129","32.4485010885949","245.312616881727","2.44966","-68.3805974324544","3892","3906","/external/mousecelltypes/prod368/specimen_475622680/min_xy_475622680.aff","8248.56","875.752","2742.85","0.151533","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/487661508","/api/v2/well_known_file_download/487613151","/api/v2/well_known_file_download/491376318","102"
"Rorb-IRES2-Cre","478499902","Rorb-IRES2-Cre-D;Ai14-192794.05.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","373.576028679114","6","28","0.902585023338989","0.718584245962523","492413655","491198581","3.29992925338467","0.100490290119311","0.217147279285963","90","22.8687721311123","80.4504545454545","12.430010565509","197.812540236113","4.28190833333333","-81.9203760056269","7567","7581","/external/mousecelltypes/prod409/specimen_478499902/min_xy_478499902.aff","8530.19","1071.82","2770.11","0.312967","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487661727","/api/v2/well_known_file_download/487625764","/api/v2/well_known_file_download/491384029","508"
"Rorb-IRES2-Cre","478497530","Rorb-IRES2-Cre-D;Ai14-192794.05.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","468.411667046495","4","38","0.902592128355901","0.801942473174529","491770904","496573523","3.24928733990304","0.179209316300971","0.127400368474356","70","29.3577086740691","129.141428571429","7.74344848947442","205.624925756454","3.045635","-74.6203286307199","7597","9435","/external/mousecelltypes/prod406/specimen_478497530/min_xy_478497530.aff","8548.66","1299.97","8696.8","0.48368","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/487686107","/api/v2/well_known_file_download/491382065","/api/v2/well_known_file_download/491382069","506"
"Nr5a1-Cre","476457450","Nr5a1-Cre;Ai14-187780.03.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","441.758080241847","4","27","0.878968106215037","0.810504257591458","491253860","491199139","3.23716786737701","0.0476945778402227","0.162089561803337","70","24.6772534968057","62.894","15.8997678633892","210.468637561797","3.14920833333333","-75.3042173839751","7586","7585","/external/mousecelltypes/prod376/specimen_476457450/min_xy_476457450.aff","9093.26","1025.02","8257.35","0.307803","cre reporter positive","2","1","1","intact","spiny","/api/v2/well_known_file_download/487661900","/api/v2/well_known_file_download/487617691","/api/v2/well_known_file_download/491377646","186"
"Rorb-IRES2-Cre","476048909","Rorb-IRES2-Cre-D;Ai14-187416.05.01.01","left","233","Anterolateral visual area, layer 5","VISal5","402","VISal","5","951.632250753232","11","43","0.90955771169655","0.833895196498587","491796269","491198405","3.22492062388785","0.123807141255535","0.0812992127483127","190","25.681487252145","125.053333333333","7.99658812240113","102.656136453151","12.8891433333333","-66.1836217244466","7592","7706","/external/mousecelltypes/prod384/specimen_476048909/min_xy_476048909.aff","8399","1687.98","2445.39","0.743234","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487661818","/api/v2/well_known_file_download/487626536","/api/v2/well_known_file_download/491381597","496"
"Rorb-IRES2-Cre","480353286","Rorb-IRES2-Cre-D;Ai14-197851.05.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","603.426739517494","9","26","0.904841664528137","0.694111161263907","492413375","487096675","3.2048788725133","0.0360390730985756","0.126981268632865","130","19.9747462803355","110.28625","9.06731346836074","115.781327262522","4.40309333333333","-75.1747900155874","9433","7597","/external/mousecelltypes/prod448/specimen_480353286/min_xy_480353286.aff","8431.03","1085.91","3071.3","0.47902","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487661528","/api/v2/well_known_file_download/483108938","/api/v2/well_known_file_download/491378586","542"
"Scnn1a-Tg3-Cre","469793303","Scnn1a-Tg3-Cre;Ai14-180214.05.02.01","right","565","posteromedial visual area, layer 5","VISpm5","533","VISpm","5","364.637214712293","4","20","0.861738033760844","0.777840887234864","492413248","491200847","3.19375941879814","","0.205694827185702","50","33.907069141421","","","267.1875","2.0231325","-78.858138589298","7584","7587","/external/mousecelltypes/prod307/specimen_469793303/min_xy_469793303.aff","7907.12","820.399","7867.59","0.41443","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660959","/api/v2/well_known_file_download/487628854","/api/v2/well_known_file_download/491380303","667"
"Scnn1a-Tg3-Cre","468120757","Scnn1a-Tg3-Cre;Ai14-177297.05.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","598.719251343103","12","39","0.875431456527696","0.729705756643486","495335460","491201181","3.13639518111169","0.199393342764563","0.130826271640367","210","16.2623908039806","151.493333333333","6.60095053687732","135.312500000001","4.44401666666667","-69.0844418755893","9462","7623","/external/mousecelltypes/prod256/specimen_468120757/min_xy_468120757.aff","7899.3","1038.67","8239.46","0.499943","cre reporter positive","5","1","1","intact","spiny","/api/v2/well_known_file_download/487659620","/api/v2/well_known_file_download/487631332","/api/v2/well_known_file_download/491380634","665"
